run,seed,episode,makespan,total_energy,working_energy,idle_energy
0,3047,0,694.053540277481,30269.519129404856,21954.204752082063,8315.314377322791
0,3047,1,694.053540277481,30269.519129404856,21954.204752082063,8315.314377322791
0,3047,2,694.053540277481,30269.519129404856,21954.204752082063,8315.314377322791
0,3047,3,310.14607406696297,28840.109834543364,24905.405743096715,3934.7040914466475
0,3047,4,278.8219508759224,29374.607841999084,25789.597986138357,3585.0098558607287
0,3047,5,271.9511220379232,29516.43533442744,26011.840155146834,3504.595179280604
0,3047,6,280.26553920975533,29660.626734734302,25957.900812101932,3702.7259226323677
0,3047,7,276.91324897016125,29634.32277889338,26001.378287284464,3632.944491608918
0,3047,8,279.554299448352,29748.131956782254,26029.28042405229,3718.851532729966
0,3047,9,277.59524087781915,29711.972611884616,26037.624275332004,3674.3483365526117
0,3047,10,276.5563180892906,29724.877268279535,26066.764572993485,3658.1126952860513
0,3047,11,279.383834323473,29806.801381799403,26075.60456950437,3731.196812295035
0,3047,12,280.76505328655617,29850.595307884385,26083.188553352957,3767.406754531429
0,3047,13,276.915889472127,29753.77687058582,26082.55690149653,3671.219969089292
0,3047,14,285.4954593763076,29963.113118789108,26078.400787048526,3884.712331740584
0,3047,15,288.9623708474348,30050.216151186203,26078.67364332167,3971.5425078645344
0,3047,16,285.1123242247131,29934.24710244063,26063.39688838199,3870.8502140586393
0,3047,17,287.032034115513,29977.23854909205,26059.62050341187,3917.6180456801817
0,3047,18,290.56551047070974,30061.5766417349,26055.968621311666,4005.608020423235
0,3047,19,286.05547651812736,29941.287791539617,26049.8856742531,3891.4021172865187
0,3047,20,285.61554534609394,29927.178102511578,26047.286623543045,3879.8914789685314
0,3047,21,281.39142965246657,29827.13893768061,26051.651289858346,3775.487647822267
0,3047,22,288.95221892523335,30009.113805410252,26045.79914240206,3963.3146630081933
0,3047,23,284.3659649736183,29920.471830902105,26066.462408880267,3854.0094220218384
0,3047,24,286.9285586983803,29977.99566089976,26061.34726306687,3916.6483978328915
0,3047,25,280.69200620229236,29827.993944358055,26066.027841312512,3761.966103045543
0,3047,26,289.0588748321547,30035.46875871987,26064.591886563183,3970.8768721566894
0,3047,27,287.72785766021286,30020.864182128462,26079.58681684995,3941.277365278511
0,3047,28,285.0702500309554,29940.41841237165,26068.3347913339,3872.0836210377533
0,3047,29,284.9636272133737,29932.360766954367,26064.02251046197,3868.338256492397
0,3047,30,283.5312616654994,29907.511404756777,26072.842849419685,3834.6685553370926
0,3047,31,286.49580337463823,29973.364450923284,26066.32206120326,3907.0423897200235
0,3047,32,286.49213088444753,29975.982934319094,26068.35943073436,3907.6235035847367
0,3047,33,286.79921085194445,29908.706421050952,26008.954109515722,3899.752311535229
0,3047,34,288.0724678096608,29992.95841125246,26050.454134237058,3942.5042770154014
0,3047,35,284.92809009603286,29890.534228011587,26031.22677319346,3859.3074548181276
0,3047,36,287.39520975081933,29964.096863858067,26040.750084456973,3923.346779401095
0,3047,37,286.8676455151878,29961.945229379075,26049.607973838258,3912.337255540816
0,3047,38,281.8647806560011,29831.813249957006,26045.544910981487,3786.2683389755175
0,3047,39,287.87801010753554,29996.45881602505,26056.99860085624,3939.4602151688096
0,3047,40,289.1259071705423,30039.27385539104,26066.28965426953,3972.9842011215082
0,3047,41,289.64671060328305,30031.269443154313,26049.4676197284,3981.8018234259143
0,3047,42,282.5125190695431,29862.02935148917,26056.732987046587,3805.296364442584
0,3047,43,289.6244672900332,29995.182156337225,26020.967014362264,3974.215141974962
0,3047,44,299.33903014868076,29907.88176108792,25763.151062064717,4144.730699023205
0,3047,45,417.9925091113546,29335.385548262286,23988.217236258595,5347.1683120036905
0,3047,46,452.2518922043723,29281.445647932524,23526.249984998387,5755.195662934137
0,3047,47,392.42641810476215,29365.555921869927,24278.812693157935,5086.743228711994
0,3047,48,369.71887006490067,29514.78492401871,24688.121854161524,4826.663069857187
0,3047,49,387.51643390584167,29703.77881241033,24611.53668690395,5092.242125506383
0,3047,50,322.1802322829178,29314.63905667753,25114.068512372683,4200.570544304845
0,3047,51,301.4146828619083,29528.800730007122,25474.663041531523,4054.1376884756005
0,3047,52,292.77201145027533,29949.83068292414,25924.12837520634,4025.7023077178037
0,3047,53,287.0153888270921,29882.02169630577,25982.962140487532,3899.059555818234
0,3047,54,294.3303023868473,30118.80734215286,26025.7664946067,4093.040847546161
0,3047,55,286.8132210345757,29942.845403931024,26035.289731565055,3907.5556723659697
0,3047,56,290.17036103565624,30048.505633464287,26052.65431288156,3995.8513205827244
0,3047,57,289.2980000013111,30028.660854631198,26054.244227730367,3974.416626900832
0,3047,58,287.5662049195643,29989.788139393742,26057.799800418943,3931.9883389747997
0,3047,59,284.492354944367,29899.48093969146,26047.058419270572,3852.422520420888
0,3047,60,292.1139218420235,30099.767361196515,26054.841866696253,4044.925494500263
0,3047,61,289.1567493787175,30034.4373043273,26061.71886387273,3972.7184404545706
0,3047,62,289.58001140357146,30050.167106343277,26065.856368613633,3984.3107377296437
0,3047,63,291.58006707886966,30090.662276056177,26058.3270279761,4032.3352480800736
0,3047,64,298.290213165676,30262.0018026489,26061.19459817906,4200.807204469841
0,3047,65,292.72372883771754,30123.89239303237,26061.96210183281,4061.9302911995583
0,3047,66,290.9043746293664,30094.793602778358,26075.171695358855,4019.6219074195014
0,3047,67,290.51605799436476,30074.98908477761,26067.045435710683,4007.9436490669273
0,3047,68,292.8146623427655,30140.056250471185,26073.191982147844,4066.864268323341
0,3047,69,291.4388080189847,30093.06507790962,26063.050506333508,4030.0145715761128
0,3047,70,296.0681044687064,30200.492993039745,26056.31648969398,4144.176503345762
0,3047,71,293.9913160445038,30163.792551378996,26068.637367254825,4095.15518412417
0,3047,72,299.3806753550084,30300.353303882464,26070.031743706477,4230.321560175988
0,3047,73,294.3022439588334,30178.85155229453,26074.43899479004,4104.412557504487
0,3047,74,298.1865256301077,30274.794817298258,26073.491966157206,4201.302851141054
0,3047,75,295.7361000553854,30218.619528049574,26077.59560993702,4141.023918112554
0,3047,76,298.229293970242,30281.385626396135,26077.94472907518,4203.440897320955
0,3047,77,297.7991968485858,30274.293684772892,26080.875761614727,4193.4179231581675
0,3047,78,290.93648174903257,30100.100672229953,26078.773508746413,4021.32716348354
0,3047,79,296.7106265775022,30246.54168074989,26080.451475637077,4166.090205112816
0,3047,80,296.1218498191539,30228.103249436306,26077.474477692405,4150.6287717439
0,3047,81,299.6405534634596,30316.943871210166,26078.161243304312,4238.782627905854
0,3047,82,298.2540888290911,30280.44416138018,26076.680867742725,4203.763293637455
0,3047,83,298.96617743888044,30299.03690508452,26077.33306295381,4221.703842130706
0,3047,84,296.813865247114,30249.25115097614,26080.55965371179,4168.691497264352
0,3047,85,297.7791590482141,30274.6214232469,26081.543994584277,4193.077428662621
0,3047,86,299.15084029335594,30310.74149565002,26083.015521967027,4227.725973682993
0,3047,87,298.06396074480733,30284.831584963824,26084.03203144222,4200.799553521604
0,3047,88,301.30677552719203,30361.28778512542,26080.326378320104,4280.961406805316
0,3047,89,301.5828320979874,30367.833227639625,26080.047295778466,4287.785931861159
0,3047,90,298.59814065058424,30294.25996562218,26080.875413041536,4213.384552580643
0,3047,91,297.48709397224616,30266.573269622095,26080.949769118324,4185.62350050377
0,3047,92,300.78680579356836,30349.479122892855,26081.27965134942,4268.199471543435
0,3047,93,301.28507260328644,30360.611420377594,26080.22341595262,4280.388004424976
0,3047,94,297.7430157464172,30270.96645786734,26079.32871727524,4191.637740592103
0,3047,95,299.56304202317943,30320.496476913082,26082.581294714026,4237.915182199056
0,3047,96,297.77518007076947,30276.480966711897,26083.12365700501,4193.357309706889
0,3047,97,299.27494132012794,30313.606411797453,26082.83298704959,4230.773424747864
0,3047,98,297.2644179177687,30262.657278907296,26082.278302754596,4180.3789761527
0,3047,99,298.6551460225825,30298.844190748307,26083.432864526596,4215.4113262217115
0,3047,100,298.06938684711895,30283.373250449,26082.751566510302,4200.621683938698
0,3047,101,297.1506106116616,30262.22501202063,26084.220348535375,4178.004663485257
0,3047,102,297.1628676305497,30261.867709572434,26083.683463323898,4178.1842462485365
0,3047,103,298.65403585713227,30298.854264944603,26083.445660527454,4215.40860441715
0,3047,104,298.75300982786354,30301.85644244719,26083.87236729153,4217.984075155661
0,3047,105,297.6491666252624,30274.862538437348,26084.3551072472,4190.507431190148
0,3047,106,297.65644570637517,30274.626924830038,26084.020461944394,4190.606462885642
0,3047,107,297.37653994320294,30265.25034670254,26082.102175721968,4183.148170980573
0,3047,108,301.24769893662636,30364.737495586836,26084.284324624783,4280.453170962053
0,3047,109,300.63870483257887,30349.894070608843,26084.59766048124,4265.296410127605
0,3047,110,299.7454650199467,30327.655607306842,26084.665415852887,4242.990191453955
0,3047,111,295.5277224456564,30223.38832027451,26085.611008962947,4137.777311311563
0,3047,112,299.3600165747924,30316.178558679512,26083.190556101737,4232.988002577775
0,3047,113,296.65017215894267,30249.029803717705,26083.663503029784,4165.36630068792
0,3047,114,298.2500640279408,30289.103572157397,26083.725830015086,4205.37774214231
0,3047,115,296.7365758725718,30252.69349635284,26084.877968779627,4167.815527573213
0,3047,116,299.7313394972812,30327.562146069737,26084.8767237059,4242.685422363837
0,3047,117,299.74151294416026,30327.48979894288,26084.6122759024,4242.877523040477
0,3047,118,299.1133111772957,30313.95449936022,26086.359623232434,4227.594876127786
0,3047,119,297.3236974306292,30268.38447925033,26085.694498053024,4182.689981197307
0,3047,120,298.62870076565343,30300.41553022289,26085.21569543685,4215.199834786037
0,3047,121,295.7176291475183,30228.901304317496,26086.23291050711,4142.668393810385
0,3047,122,296.1163637398474,30239.038160105094,26086.36638466007,4152.6717754450265
0,3047,123,296.0082913409223,30236.810545793138,26086.747632708797,4150.062913084343
0,3047,124,298.71535200133775,30303.963528299893,26086.325988840963,4217.637539458931
0,3047,125,298.21275241661726,30291.617828828515,26086.505712598362,4205.112116230153
0,3047,126,299.1154716675146,30314.08184979805,26086.41971059578,4227.66213920227
0,3047,127,299.10370123460154,30314.647395637498,26087.111926971735,4227.535468665764
0,3047,128,297.5008212922071,30274.807800831062,26087.299434176428,4187.5083666546325
0,3047,129,297.50046477628825,30274.81851489875,26087.315416088615,4187.503098810136
0,3047,130,299.20022649553874,30317.333734011103,26087.33249635392,4230.001237657183
0,3047,131,300.6000540942584,30352.346282638282,26087.346030307286,4265.000252330997
0,3047,132,302.1000572802538,30389.8469544442,26087.34654306957,4302.500411374633
0,3047,133,297.60030595261924,30277.331665136342,26087.329186161678,4190.002478974666
0,3047,134,298.1003628650673,30289.826453233916,26087.323851762114,4202.502601471801
0,3047,135,297.1002852885779,30264.8332015609,26087.330867701632,4177.502333859269
0,3047,136,298.2011344384743,30292.26557334607,26087.25938326045,4205.006190085618
0,3047,137,293.8007540606159,30182.29547456849,26087.291055384772,4095.0044191837183
0,3047,138,296.80052885308504,30257.31233169081,26087.309191422817,4170.003140267991
0,3047,139,298.20235256522466,30292.17068317305,26087.1585583895,4205.012124783552
0,3047,140,297.8123811024211,30281.40719664082,26086.342382244293,4195.064814396527
0,3047,141,294.8075273910484,30206.784749080853,26086.743655125705,4120.0410939551475
